id,title,description,channel_name,channel_id,tags,topic_categories,,distracting
cfj6yaYE86U,,,,,,,,0
TdGJNOCgQJU,,,,,,,,0
nKtvulEzrh4,,,,,,,,0
nWzCHg7saIY,,,,,,,,0
0zN346UO6Os,,,,,,,,0
gPi7JlHVPnQ,,,,,,,,0
2UiCKICBs6c,,,,,,,,0
s_-GoybUHAg,,,,,,,,0
9CnrLR7vr9g,,,,,,,,0
fwvETgybA6Y,,,,,,,,0
c1Har00xU8o,,,,,,,,0
8J-aSQpc2-I,,,,,,,,0
d5dQe9tm_Co,,,,,,,,0
bsXaLiDr8Xg,,,,,,,,0
ACXS5A0D21g,,,,,,,,0
huasFfC687k,,,,,,,,0
eG6vk6W89Ew,,,,,,,,0
hPdTIp383yY,,,,,,,,0
KZju7rh3jpg,,,,,,,,0
NF3x7pJUVzA,,,,,,,,0
1lg36bslPpY,,,,,,,,0
iaBvAl-nHPw,,,,,,,,0
3QE_SueBMzc,,,,,,,,0
GWfUcisPZKE,,,,,,,,0
Dcmb8qQWxBE,,,,,,,,0
mRkPm7B2YT0,,,,,,,,0
zWNw2jaAh1E,,,,,,,,0
NjZtDrMEcEo,,,,,,,,0
stNSaX38EkM,,,,,,,,0
dJ7VWr8zA-s,,,,,,,,0
kwlWKKW-5ZE,,,,,,,,0
meVbTteG224,,,,,,,,0
wFyShtZPNug,,,,,,,,0
rHwAE4qpspg,,,,,,,,0
jmFKLOgV55Q,,,,,,,,0
pOj5Igj1MWA,,,,,,,,0
tXaQRl0eKd8,,,,,,,,0
IGEHHrGnnGk,,,,,,,,0
V2X0twHBGqE,,,,,,,,0
5Yz0rNtOSRo,,,,,,,,0
WF9YlHdWeTw,,,,,,,,0
H4VGSYGvJiA,,,,,,,,0
LuzKkEmDWn0,,,,,,,,0
1qtfILYSDJY,,,,,,,,0
nHNYQWOfTwY,,,,,,,,0
pXrmAG7n2o0,,,,,,,,0
Bg7VkxWcOhQ,,,,,,,,0
pqABUJ57G_w,,,,,,,,0
5FpsGnkbEpM,,,,,,,,0
xi8g_OqH8Lw,,,,,,,,0
W38qGnyc_Pg,,,,,,,,0
07H3oSwIq2U,,,,,,,,0
r6LbTzrE_58,,,,,,,,0
imkZMtnqm7s,,,,,,,,0
JxgmHe2NyeY,,,,,,,,0
hH3QsPkayKI,,,,,,,,0
fiCRQwv23cY,,,,,,,,0
BMUp8wHcDco,,,,,,,,0
A7UxBOie-Wo,,,,,,,,0
KIZz5J6kYS4,,,,,,,,0
qbCC4B5YsbU,,,,,,,,0
vnCtquA8AtU,,,,,,,,0
tXaQRl0eKd8,,,,,,,,0
waCVU98b2vw,,,,,,,,0
uCeRK-eBGmk,,,,,,,,0
NHK6ElVMnwA,,,,,,,,0
obMXU8mW6uU,,,,,,,,0
NTDX1HtM_0w,,,,,,,,0
xIdTKG3s7xY,,,,,,,,0
k7JWAPcQeYA,,,,,,,,0
81ymPYEtFOw,,,,,,,,0
GVCp5yMH8_I,,,,,,,,0
oxA9k_Wzl7M,,,,,,,,0
FMEANo2txMM,,,,,,,,0
dQbEoljJeVg,,,,,,,,0
RftTFBmOrrY,,,,,,,,0
G4OXSMjJ1gY,,,,,,,,0
5O0F6oxaoLA,,,,,,,,0
SdL-Zi4COpg,,,,,,,,0
pQ_AquApf7Q,,,,,,,,0
TMtYU472KVQ,,,,,,,,0
QD9ApqVM3hY,,,,,,,,0
ES7GIJwo0hk,,,,,,,,0
J4E9JK2oM7s,,,,,,,,0
wnw11-wwPXA,,,,,,,,0
LKlOH8OLLcw,,,,,,,,0
l8CX9ExQ5gw,,,,,,,,0
XSOi9MKfEHQ,,,,,,,,0
rrOkqCyB-Dk,,,,,,,,0
c-ihSzWm0cQ,,,,,,,,0
F-aTe8i2Tag,,,,,,,,0
WgVXsPV02YQ,,,,,,,,0
ce6-LhljvGU,,,,,,,,0
_8Ug8b3WlnY,,,,,,,,0
ReEKiYAjmBU,,,,,,,,0
I3a4memJgNo,,,,,,,,0
5hEJXZGIHf8,,,,,,,,0
vQGtMdxphtE,,,,,,,,0
hDKCxebp88A,,,,,,,,0
ZkC1f_eAnWE,,,,,,,,0
sJQHz97sCZ0,,,,,,,,0
27Z3GkH8NWM,,,,,,,,0
EItlUEPCIzM,,,,,,,,0
OF3P64JQgOs,,,,,,,,0
HGmmiKTy3pk,,,,,,,,0
1XG1b85zPUk,,,,,,,,0
4q3eBT3Luxg,,,,,,,,0
5shTLzwAdEc,,,,,,,,0
BmXvj6NLyuU,,,,,,,,0
H5M6fA-7jaY,,,,,,,,0
jfSuQCs3bSs,,,,,,,,0
CMUe26KVhew,,,,,,,,0
uZTHYRM2SDc,,,,,,,,0
1caj2V7E31w,,,,,,,,0
7712jOYYKJg,,,,,,,,0
AuJhB2w98os,,,,,,,,0
liMk7XCq-n0,,,,,,,,0
N9t21kAtMnQ,,,,,,,,0
7ZgRs1xXcdY,,,,,,,,0
QS7FEqp-Guo,,,,,,,,0
sFLbxmoM0Ws,,,,,,,,0
P6PfyrxOXQA,,,,,,,,0
pvUG7p6L79w,,,,,,,,0
iAFJUCQNIFI,,,,,,,,0
NhrXq1H-lAo,,,,,,,,0
N4edU59od6A,,,,,,,,0
uzLkomURads,,,,,,,,0
RMz8U-4w6QY,,,,,,,,0
Yw76PnBlx0M,,,,,,,,0
YNUek8ioAJk,,,,,,,,0
uKvSLxDDJKY,,,,,,,,0
QMBgD1OGFIQ,,,,,,,,0
dQWpmxjCiUM,,,,,,,,0
9KA04ayP2P4,,,,,,,,0
iq7_NeIXEyY,,,,,,,,0
_S5tvagaQRU,,,,,,,,0
IGgAzpzourk,,,,,,,,0
yYWBxDD2MUU,,,,,,,,0
e_diQUJFVzc,,,,,,,,0
gVBNEb_3yMw,,,,,,,,0
ErT4vZwUtms,,,,,,,,0
Re19vARS4p4,,,,,,,,0
OoL8K_AFqkw,,,,,,,,0
EDnHKq8hPfs,,,,,,,,0
Ex0nhOPzLIs,,,,,,,,0
j4uDWRzAGHE,,,,,,,,0
aMpVzUg3Ep0,,,,,,,,0
CtsRRUddV2s,,,,,,,,0
zPG4NjIkCjc,,,,,,,,0
7ArmBVF2dCs,,,,,,,,0
GhrxgbQnEEU,,,,,,,,0
9wX1a1J4WOI,,,,,,,,0
P8hT5nDai6A,,,,,,,,0
L_a8Z0BVjyM,,,,,,,,0
gPfgB4ew3RY,,,,,,,,0
O8G60sGC0Uk,,,,,,,,0
KwQsV77bYDY,,,,,,,,0
18uvIX5SIvg,,,,,,,,0
sKfAmFK6u8A,,,,,,,,0
nvucOKmJwLs,,,,,,,,0
8jazNUpO3lQ,,,,,,,,0
QcPycBZomac,,,,,,,,0
qxo8p8PtFeA,,,,,,,,0
m88h75F3Rl8,,,,,,,,0
zUQr6HAAKp4,,,,,,,,0
eYTumjgE2IY,,,,,,,,0
owI7zxCqNY0,,,,,,,,0
HyYvH3jSrVQ,,,,,,,,0
06en5XqdPkI,,,,,,,,0
i3IadpjctWg,,,,,,,,0
P8NZB0VQeLA,,,,,,,,0
PaFPbb66DxQ,,,,,,,,0
bRl2IXIjuqE,,,,,,,,0
sDv4f4s2SB8,,,,,,,,0
4b4MUYve_U8,,,,,,,,0
NUXdtN1W1FE,,,,,,,,0
nk2CQITm_eo,,,,,,,,0
0m-rs2M7K-Y,,,,,,,,0
vKGphOrzze8,,,,,,,,0
xTpHD5WLuoA,,,,,,,,0
uWR2IWS0qJ8,,,,,,,,0
LVnHpmbv7Yg,,,,,,,,0
6xcQYmPDqXs,,,,,,,,0
J_LnPL3Qg70,,,,,,,,0
C5268D9t9Ak,,,,,,,,0
WWqE7YHR4Jc,,,,,,,,0
O2Cw82YR5Bo,,,,,,,,0
ltXSoduiVwY,,,,,,,,0
q1RD5ECsSB0,,,,,,,,0
EKm0spFxFG4,,,,,,,,0
sg_qvRl9gAI,,,,,,,,0
iIUq0SqBSH0,,,,,,,,0
EmSNAtcHLm8,,,,,,,,0
0as2Jh_eDwg,,,,,,,,0
YxvoByLcFfw,,,,,,,,0
MkNubKibM0A,,,,,,,,0
R15LjD8aCzc,,,,,,,,0
Z6HGJMUakmc,,,,,,,,0
cA09_IdteV0,,,,,,,,0
ajohJFbhSZA,,,,,,,,0
_OyKjstWe80,,,,,,,,0
vPde9bYrr80,,,,,,,,0
NqWkxbykZoo,,,,,,,,0
KwQsV77bYDY,,,,,,,,0
EMIyRmrPWJQ,,,,,,,,0
VqKq78PVO9g,,,,,,,,0
a7_1-HNNAFw,,,,,,,,0
GhMjti3DtPA,,,,,,,,0
Z7m2bA5rLEM,,,,,,,,0
1-OGRohmH2s,,,,,,,,0
66z_MRwtFJM,,,,,,,,0
TJveOYsK6MY,,,,,,,,0
lzGKRSvs5HM,,,,,,,,0
asWzD7JS_Cs,Regression Analysis in SPSS (Part 1),"In this video, I demonstrated how to perform regression analysis in SPSS in a special way it has never been done. I gave account of the Assumptions required to be satisfied by your dataset, and I also showed how you can put your dataset to test of the Assumptions. The entire procedure was a step-by-step process and this is a tutorial you should endeavour to watch and see. You are hereby encouraged to see this video to the end so that you can learn all that there is to regression analysis.

Regression Analysis in this video is accurately illustrated with terms and demonstrations that simplified regression analysis. So, if you need to learn how to perform regression analysis fast, then this video is for you.

To reach me directly, this is my email contact: 
asktitocan@gmail.com

If you have any question, please leave your questions in the comment section.

The following links are my previous videos that may be of interest to you. Please, click on the links to access the videos:

Introduction to SPSS Software for Beginners Part-1: https://youtu.be/P6PHpQnovwQ 
Introduction to SPSS Software for Beginners Part-2: https://youtu.be/10hMnTYmHNE 

Merge Two Data Files in SPSS (Part-2): https://youtu.be/LH1a-GUzE_8 
Merge Two Data Files in SPSS (Part-1): https://youtu.be/UFc-Opuotw0 
Introduction to SPSS Software for Beginners (Part-3): https://youtu.be/DeBEsXbQCmo 
Analysis of Variance in SPSS (Effect size and Interpretations): https://youtu.be/xqI4k9G4Q6A
Test of Normality of Data in SPSS: https://youtu.be/hZvE_5vCOeI
Identify Outliers using Tukey's Hinges Approach in SPSS: https://youtu.be/M2RE_xX2ra0
Identifying Outliers in Dataset using Stem-and-leaf Plot and Boxplots in SPSS: https://youtu.be/cwy7mnTIJgo
Identify Outliers using Scattered Plots in SPSS: https://youtu.be/vj8e1xUpAV0
How to Perform and Interpret One Sample T-Test in SPSS: https://youtu.be/eg5V71mBZKQ
Paired Sample T-Test in SPSS and Interpretations: https://youtu.be/u3u2Wbcn-P0
How to Perform Descriptive Statistics in SPSS: https://youtu.be/ndcfzrm1fgU
How to Perform Pearson’s Correlation Analysis: https://youtu.be/asHxxE5r2x8
How to Calculate Pearson’s Correlation Coefficient by Hand, Interpret and Report Results in APA style: https://youtu.be/9LVnKIp5ANg

Titocan Mark Solutions (TMS) is a YouTube Channel that improves the knowledge of how to do things in many endeavours, so I hereby encourage you to partner with us to encourage education and learning by clicking on the red SUBSCRIBE button above to subscribe to our YouTube Channel. Doing this is entirely FREE, and we will continue to send you notifications every time we publish new video contents. Thank you.",Titocan Mark Solutions,UCbfMAdad3RDOVTo8ACfN-9A,"Titocan, Imhansoloeva Titocan, TMI Solutions, Tutorials, How to, Data download, Data analysis, Software, ArcGIS, SPSS, software applications, Regression analysis, regression model, Simple linear regression analysis, Linear model, Regression analysis in SPSS, Statistical data analysis, Assumptions for regression analysis, Homoscedasticity and outliers, Independence of observations, ANOVA, Significance level, Confidence intervals, Multiple linear regression analysis, TMS",https://en.wikipedia.org/wiki/Knowledge,,0
Ep0z0QTXvXA,How to Perform Linear Regression Analysis in Excel,"In this video i will show you how to carried out linear regression analysis using Microsoft Excel software. Linear regression analysis used to estimate the linear relationships between two variables (dependent and independent) which will helps you understand how the dependent variable changes when the independent variable changes.
The main goal of The main goal of a linear regression model is to get the smallest possible sum of squares and draw a line that comes closest to the data. This line is called the line of best fit.

🙏🙏Thanks for watching the video and i hope you like it. Please support my channel by liking and sharing the video. Don't forget to subscribe and click on the notification so that you don't miss any video we upload. Drop your comment below and i welcome any questions you have. Thanks
Website ➡️ https://www.aymusa.com/
➡️Contact me at : ymusa.phy@buk.edu.ng
➡️Subscribe Here: https://tinyurl.com/ymayutube",AYM9,UCBbh0fTZZacg-mEiRIkGBlQ,"excel, regression, spreadsheet, straight line, linear regression, least square",https://en.wikipedia.org/wiki/Knowledge,,0
EkAQAi3a4js,"Multiple Regression, Clearly Explained!!!","This StatQuest shows how the exact same principles from ""simple"" linear regression also apply multiple regression. At the end, I show how to test if a multiple regression is better than a simple regression.

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...buying one of my books, a study guide, a t-shirt or hoodie, or a song from the StatQuest store...
https://statquest.org/statquest-store/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

Correction:
2:49 I left off some of the parentheses for the equation for F. The numerator should be: (SS(mean) - SS(fit))/(pfit - pmean)

#statquest #regression",StatQuest with Josh Starmer,UCtYLUTtgS3k1Fg4y5tAhLbw,"Josh Starmer, StatQuest, Machine Learning, Statistics, Data Science",https://en.wikipedia.org/wiki/Knowledge,,0
cd2_GVI4CoQ,Regression Analysis on Excel,,Mona Schraer,UCcvsCwJYDyR3_K2_BY7WSBQ,,https://en.wikipedia.org/wiki/Knowledge,,0
VfC8uQGm5W8,Learn Desmos: Regressions,"Here's a quick video tutorial on using regressions in the Desmos Graphing Calculator (https://www.desmos.com/calculator).

You can find more how-to videos, as well as our collection of interactive tours, at http://help.desmos.com.",Desmos,UC_IR-dUP9trF4W8LS0_1EnA,"desmos, learn desmos, graphing calculator, graphing, online graphing, how to, tutorial, regression, regressions, residuals, statistics",https://en.wikipedia.org/wiki/Knowledge,,0
3uxfxV3ERhA,,,,,,,,0
Sg8zME0RFLo,How to do a Linear Regression on Excel,"In this video I will be demonstrating how you can do a Linear Regression in Excel, both through creating a graph and through using Excel Functions.",The Chemical Engineering Tutor,UCjGGgr2vSqIsSMe52Jguk3w,"#excel, #Excel, #excel tutorial, #Excel tutorial, #spreadsheet, #linear regression, #linearregression, #tutorial",https://en.wikipedia.org/wiki/Knowledge,,0
38d2lxsgznQ,How to do Simple Linear Regression in Power BI | Diana Arciniega,"Join Diana Arciniega as she shows a tutorial on how to create a Simple Linear Regression in Power BI.

Check out her blog that has the step by step tutorial.
https://iterationinsights.com/article/linear-regression-in-power-bi/

This video was recorded during the Calgary Power Platform User Group on Sept 21, 2021

Join the Calgary Power Platform User Group community site and never miss a meeting! 
https://bit.ly/MSPPUGSite

Follow Diana Arciniega
https://www.linkedin.com/in/dianaarciniega/
https://linktr.ee/dianaarciniega

----------------------------------------------------

Follow Iteration Insights! 
LinkedIn: https://www.linkedin.com/company/iterationinsights 
Twitter: https://twitter.com/iterinsights
Facebook: https://www.facebook.com/iterationinsights
Instagram: https://www.instagram.com/iterationinsights 
https://www.iterationinsights.com",Iteration Insights,UChhUGANsGsgbxFeO__iXEOw,,https://en.wikipedia.org/wiki/Knowledge,,0
SG-tokYEgX0,Multiple Linear Regression using Excel Data Analysis Toolpak,LearnAnalytics demonstrates use of Multiple Linear Regression on Excel 2010. (Data Analysis Toolpak). Data set referenced in video can be downloaded at www.learnanalytics.in/blog/wp-content/uploads/2014/02/car_sales.xlsx,Learn Analytics,UCu7MPZwCKjjolSZkxQt6dCQ,"Data Analysis Tool Pak, Analytics (Industry), Analytics Training, Microsoft Excel (Software), Linear Regression, Data Analysis (Software Genre), LearnAnalytics, Regression Analysis, Simple Linear Regression",https://en.wikipedia.org/wiki/Knowledge,,0
u9kRsL2iSrM,,,,,,,,0
EFI2XKReZyw,Learn Desmos: Regressions,"Here's a a quick video tutorial on using regressions in the Desmos Graphing Calculator (https://www.desmos.com/calculator).

You can find more how-to videos and other resources at http://help.desmos.com.",Desmos,UC_IR-dUP9trF4W8LS0_1EnA,,https://en.wikipedia.org/wiki/Knowledge,,0
9lRv01HDU0s,Tutorial 27- Ridge and Lasso Regression Indepth Intuition- Data Science,"Please join as a member in my channel to get additional benefits like materials in Data Science, live streaming for Members and many more 
https://www.youtube.com/channel/UCNU_lfiiWBdtULKOw6X0Dig/join

#Regularization
⭐ Kite is a free AI-powered coding assistant that will help you code faster and smarter. The Kite plugin integrates with all the top editors and IDEs to give you smart completions and documentation while you’re typing. I've been using Kite for a few months and I love it! https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=krishnaik&utm_content=description-only


Please do subscribe my other channel too
https://www.youtube.com/channel/UCjWY5hREA6FFYrthD0rZNIw


Connect with me here:

Twitter: https://twitter.com/Krishnaik06

Facebook: https://www.facebook.com/krishnaik06

instagram: https://www.instagram.com/krishnaik06",Krish Naik,UCNU_lfiiWBdtULKOw6X0Dig,"upgrad, data science, machine learning, appliedaicourse, lasso regression, ridge regression",https://en.wikipedia.org/wiki/Knowledge,,0
